id,feature_id,epic_id,initiative_id,title,phase,points,source_refs
"I09-E04-F03-S2","I09-E04-F03","I09-E04","I09","Secure Event backtest tag","Phase 2","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I09-E04-F04-S1","I09-E04-F04","I09-E04","I09","Secure Event dashboard","Phase 2","3","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I09-E04-F04-S2","I09-E04-F04","I09-E04","I09","Build Event dashboard","Phase 3","5","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I09-E05-F01-S1","I09-E05-F01","I09-E05","I09","Build RBI news","Institutional","8","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E05-F01-S2","I09-E05-F01","I09-E05","I09","Store RBI news","Future","13","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E05-F02-S1","I09-E05-F02","I09-E05","I09","Store Fed news","MVP","3","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E05-F02-S2","I09-E05-F02","I09-E05","I09","Validate Fed news","MVP","5","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E05-F03-S1","I09-E05-F03","I09-E05","I09","Validate US CPI","Phase 2","8","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E05-F03-S2","I09-E05-F03","I09-E05","I09","Expose US CPI","Phase 2","13","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E05-F04-S1","I09-E05-F04","I09-E05","I09","Expose US NFP","Phase 3","3","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E05-F04-S2","I09-E05-F04","I09-E05","I09","Monitor US NFP","Institutional","5","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E06-F01-S1","I09-E06-F01","I09-E06","I09","Monitor Signal alert","Future","8","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I09-E06-F01-S2","I09-E06-F01","I09-E06","I09","Backtest Signal alert","MVP","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I09-E06-F02-S1","I09-E06-F02","I09-E06","I09","Backtest News alert","MVP","3","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E06-F02-S2","I09-E06-F02","I09-E06","I09","Document News alert","Phase 2","5","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E06-F03-S1","I09-E06-F03","I09-E06","I09","Document Risk alert","Phase 2","8","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I09-E06-F03-S2","I09-E06-F03","I09-E06","I09","Secure Risk alert","Phase 3","13","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I09-E06-F04-S1","I09-E06-F04","I09-E06","I09","Secure Digest","Institutional","3","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I09-E06-F04-S2","I09-E06-F04","I09-E06","I09","Build Digest","Future","5","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I10-E01-F01-S1","I10-E01-F01","I10-E01","I10","Build Event replay","MVP","8","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E01-F01-S2","I10-E01-F01","I10-E01","I10","Store Event replay","MVP","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E01-F02-S1","I10-E01-F02","I10-E01","I10","Store Strategy runner","Phase 2","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E01-F02-S2","I10-E01-F02","I10-E01","I10","Validate Strategy runner","Phase 2","5","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E01-F03-S1","I10-E01-F03","I10-E01","I10","Validate Fee model","Phase 3","8","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E01-F03-S2","I10-E01-F03","I10-E01","I10","Expose Fee model","Institutional","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E01-F04-S1","I10-E01-F04","I10-E01","I10","Expose Backtest report","Future","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E01-F04-S2","I10-E01-F04","I10-E01","I10","Monitor Backtest report","MVP","5","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E02-F01-S1","I10-E02-F01","I10-E02","I10","Monitor WFO engine","MVP","8","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E02-F01-S2","I10-E02-F01","I10-E02","I10","Backtest WFO engine","Phase 2","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E02-F02-S1","I10-E02-F02","I10-E02","I10","Backtest Out-of-sample report","Phase 2","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E02-F02-S2","I10-E02-F02","I10-E02","I10","Document Out-of-sample report","Phase 3","5","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E02-F03-S1","I10-E02-F03","I10-E02","I10","Document Parameter stability","Institutional","8","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E02-F03-S2","I10-E02-F03","I10-E02","I10","Secure Parameter stability","Future","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E02-F04-S1","I10-E02-F04","I10-E02","I10","Secure Promotion gate","MVP","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E02-F04-S2","I10-E02-F04","I10-E02","I10","Build Promotion gate","MVP","5","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E03-F01-S1","I10-E03-F01","I10-E03","I10","Build Job scheduler","Phase 2","8","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E03-F01-S2","I10-E03-F01","I10-E03","I10","Store Job scheduler","Phase 2","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E03-F02-S1","I10-E03-F02","I10-E03","I10","Store Worker contract","Phase 3","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E03-F02-S2","I10-E03-F02","I10-E03","I10","Validate Worker contract","Institutional","5","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E03-F03-S1","I10-E03-F03","I10-E03","I10","Validate Result cache","Future","8","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E03-F03-S2","I10-E03-F03","I10-E03","I10","Expose Result cache","MVP","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E03-F04-S1","I10-E03-F04","I10-E03","I10","Expose Run reproducibility","MVP","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E03-F04-S2","I10-E03-F04","I10-E03","I10","Monitor Run reproducibility","Phase 2","5","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E04-F01-S1","I10-E04-F01","I10-E04","I10","Monitor Service health","Phase 2","8","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I10-E04-F01-S2","I10-E04-F01","I10-E04","I10","Backtest Service health","Phase 3","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E04-F02-S1","I10-E04-F02","I10-E04","I10","Backtest Data freshness","Institutional","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E04-F02-S2","I10-E04-F02","I10-E04","I10","Document Data freshness","Future","5","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I10-E04-F03-S1","I10-E04-F03","I10-E04","I10","Document Latency metrics","MVP","8","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I10-E04-F03-S2","I10-E04-F03","I10-E04","I10","Secure Latency metrics","MVP","13","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I10-E04-F04-S1","I10-E04-F04","I10-E04","I10","Secure Incident timeline","Phase 2","3","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I10-E04-F04-S2","I10-E04-F04","I10-E04","I10","Build Incident timeline","Phase 2","5","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I10-E05-F01-S1","I10-E05-F01","I10-E05","I10","Build RBAC","Phase 3","8","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I10-E05-F01-S2","I10-E05-F01","I10-E05","I10","Store RBAC","Institutional","13","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I10-E05-F02-S1","I10-E05-F02","I10-E05","I10","Store Secret rotation","Future","3","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I10-E05-F02-S2","I10-E05-F02","I10-E05","I10","Validate Secret rotation","MVP","5","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I10-E05-F03-S1","I10-E05-F03","I10-E05","I10","Validate Audit export","MVP","8","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I10-E05-F03-S2","I10-E05-F03","I10-E05","I10","Expose Audit export","Phase 2","13","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I10-E05-F04-S1","I10-E05-F04","I10-E05","I10","Expose Compliance checklist","Phase 2","3","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I10-E05-F04-S2","I10-E05-F04","I10-E05","I10","Monitor Compliance checklist","Phase 3","5","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I10-E06-F01-S1","I10-E06-F01","I10-E06","I10","Monitor GitHub Actions","Institutional","8","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I10-E06-F01-S2","I10-E06-F01","I10-E06","I10","Backtest GitHub Actions","Future","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E06-F02-S1","I10-E06-F02","I10-E06","I10","Backtest Optional container readiness baseline","MVP","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I10-E06-F02-S2","I10-E06-F02","I10-E06","I10","Document Optional container readiness baseline","MVP","5","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I10-E06-F03-S1","I10-E06-F03","I10-E06","I10","Document Test pyramid","Phase 2","8","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I10-E06-F03-S2","I10-E06-F03","I10-E06","I10","Secure Test pyramid","Phase 2","13","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I10-E06-F04-S1","I10-E06-F04","I10-E06","I10","Secure Release checklist","Phase 3","3","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I10-E06-F04-S2","I10-E06-F04","I10-E06","I10","Build Release checklist","Institutional","5","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
